StartPoint,-90.94401,96.38982,14.93225
/world/Chungmu1_002_master_chef_can,-22.739124180856834,117.18217507479442,1.1502
/world/Chungmu1_003_cracker_box,-22.865821972310847,120.4868678564095,1.1502
/world/Chungmu1_025_mug,-23.920051642770474,119.22400348143977,1.1502
/world/Chungmu1_cola_can,-24.158566371242078,122.21084050798315,1.1502
/world/Chungmu1_disposable_cup,-26.01564676483169,117.55807185327518,1.1502
/world/Chungmu1_juice,-27.82993522731129,118.86150508633119,1.1502
/world/Chungmu1_tissue,-27.627313793598113,117.34645834106396,1.1502
/world/Chungmu2_002_master_chef_can,-54.41981548035927,134.0447031361439,1.13068
/world/Chungmu2_003_cracker_box,-54.23175182386055,132.58576072230323,1.13068
/world/Chungmu2_025_mug,-52.261175159377686,135.7738948596985,1.13068
/world/Chungmu2_cola_can,-55.33947525400867,132.5703914097357,1.13068
/world/Chungmu2_disposable_cup,-52.05864946839027,137.08265276383287,1.13068
/world/Chungmu2_juice,-55.38807285256969,134.86008328428267,1.13068
/world/Chungmu2_tissue,-52.55401732056267,136.76281974870864,1.13068
